; Diagram data of sequence 'DspData' [c:/Temp/]

; Time Settings:
; Start Time = 48234380  SRT
; End Time = 48260890  SRT
; Time Step = 10 SRT


;   RF-Signal Data (297.2 MHz)	              ADC Signal Data	                   X Gradient	                   Y Gradient	                   Z Gradient	
                  0.0246610000	                  0.0000000000	                 -0.0000000000	                  0.0000000000	                  1.4909150000	
                  0.0246610000	                  0.0000000000	                 -0.0000000000	                  0.0000000000	                  1.4909150000	
                  0.0270430000	                  0.0000000000	                 -0.0000000000	                  0.0000000000	                  1.4909150000	
                  0.0270430000	                  0.0000000000	                 -0.0000000000	                  0.0000000000	                  1.4909150000	
                  0.0295650000	                  0.0000000000	                 -0.0000000000	                  0.0000000000	                  1.4909150000	
                  0.0295650000	                  0.0000000000	                 -0.0000000000	                  0.0000000000	                  1.4909150000	
                  0.0322280000	                  0.0000000000	                 -0.0000000000	                  0.0000000000	                  1.4909150000	
                  0.0322280000	                  0.0000000000	                 -0.0000000000	                  0.0000000000	                  1.4909150000	
                  0.0349600000	                  0.0000000000	                 -0.0000000000	                  0.0000000000	                  1.4909150000	
                  0.0349600000	                  0.0000000000	                 -0.0000000000	                  0.0000000000	                  1.4909150000	
                  0.0377620000	                  0.0000000000	                 -0.0000000000	                  0.0000000000	                  1.4909150000	
                  0.0377620000	                  0.0000000000	                 -0.0000000000	                  0.0000000000	                  1.4909150000	
                  0.0407050000	                  0.0000000000	                 -0.0000000000	                  0.0000000000	                  1.4909150000	
                  0.0407050000	                  0.0000000000	                 -0.0000000000	                  0.0000000000	                  1.4909150000	
                  0.0437880000	                  0.0000000000	                 -0.0000000000	                  0.0000000000	                  1.4909150000	
                  0.0437880000	                  0.0000000000	                 -0.0000000000	                  0.0000000000	                  1.4909150000	
                  0.0469410000	                  0.0000000000	                 -0.0000000000	                  0.0000000000	                  1.4909150000	
                  0.0469410000	                  0.0000000000	                 -0.0000000000	                  0.0000000000	                  1.4909150000	
                  0.0502330000	                  0.0000000000	                 -0.0000000000	                  0.0000000000	                  1.4909150000	
                  0.0502330000	                  0.0000000000	                 -0.0000000000	                  0.0000000000	                  1.4909150000	
                  0.0535960000	                  0.0000000000	                 -0.0000000000	                  0.0000000000	                  1.4909150000	
                  0.0535960000	                  0.0000000000	                 -0.0000000000	                  0.0000000000	                  1.4909150000	
                  0.0570990000	                  0.0000000000	                 -0.0000000000	                  0.0000000000	                  1.4909150000	
                  0.0570990000	                  0.0000000000	                 -0.0000000000	                  0.0000000000	                  1.4909150000	
                  0.0606730000	                  0.0000000000	                 -0.0000000000	                  0.0000000000	                  1.4909150000	
                  0.0606730000	                  0.0000000000	                 -0.0000000000	                  0.0000000000	                  1.4909150000	
                  0.0643160000	                  0.0000000000	                 -0.0000000000	                  0.0000000000	                  1.4909150000	
                  0.0643160000	                  0.0000000000	                 -0.0000000000	                  0.0000000000	                  1.4909150000	
                  0.0680990000	                  0.0000000000	                 -0.0000000000	                  0.0000000000	                  1.4909150000	
                  0.0680990000	                  0.0000000000	                 -0.0000000000	                  0.0000000000	                  1.4909150000	
                  0.0719520000	                  0.0000000000	                 -0.0000000000	                  0.0000000000	                  1.4909150000	
                  0.0719520000	                  0.0000000000	                 -0.0000000000	                  0.0000000000	                  1.4909150000	
                  0.0759460000	                  0.0000000000	                 -0.0000000000	                  0.0000000000	                  1.4909150000	
                  0.0759460000	                  0.0000000000	                 -0.0000000000	                  0.0000000000	                  1.4909150000	
                  0.0799390000	                  0.0000000000	                 -0.0000000000	                  0.0000000000	                  1.4909150000	
                  0.0799390000	                  0.0000000000	                 -0.0000000000	                  0.0000000000	                  1.4909150000	
                  0.0841430000	                  0.0000000000	                 -0.0000000000	                  0.0000000000	                  1.4909150000	
                  0.0841430000	                  0.0000000000	                 -0.0000000000	                  0.0000000000	                  1.4909150000	
                  0.0883470000	                  0.0000000000	                 -0.0000000000	                  0.0000000000	                  1.4909150000	
                  0.0883470000	                  0.0000000000	                 -0.0000000000	                  0.0000000000	                  1.4909150000	
                  0.0926200000	                  0.0000000000	                 -0.0000000000	                  0.0000000000	                  1.4909150000	
                  0.0926200000	                  0.0000000000	                 -0.0000000000	                  0.0000000000	                  1.4909150000	
                  0.0970340000	                  0.0000000000	                 -0.0000000000	                  0.0000000000	                  1.4909150000	
                  0.0970340000	                  0.0000000000	                 -0.0000000000	                  0.0000000000	                  1.4909150000	
                  0.1014480000	                  0.0000000000	                 -0.0000000000	                  0.0000000000	                  1.4909150000	
                  0.1014480000	                  0.0000000000	                 -0.0000000000	                  0.0000000000	                  1.4909150000	
                  0.1060020000	                  0.0000000000	                 -0.0000000000	                  0.0000000000	                  1.4909150000	
                  0.1060020000	                  0.0000000000	                 -0.0000000000	                  0.0000000000	                  1.4909150000	
                  0.1106260000	                  0.0000000000	                 -0.0000000000	                  0.0000000000	                  1.4909150000	
                  0.1106260000	                  0.0000000000	                 -0.0000000000	                  0.0000000000	                  1.4909150000	
                  0.1153200000	                  0.0000000000	                 -0.0000000000	                  0.0000000000	                  1.4909150000	
                  0.1153200000	                  0.0000000000	                 -0.0000000000	                  0.0000000000	                  1.4909150000	
                  0.1200140000	                  0.0000000000	                 -0.0000000000	                  0.0000000000	                  1.4909150000	
                  0.1200140000	                  0.0000000000	                 -0.0000000000	                  0.0000000000	                  1.4909150000	
                  0.1248490000	                  0.0000000000	                 -0.0000000000	                  0.0000000000	                  1.4909150000	
                  0.1248490000	                  0.0000000000	                 -0.0000000000	                  0.0000000000	                  1.4909150000	
                  0.1296830000	                  0.0000000000	                 -0.0000000000	                  0.0000000000	                  1.4909150000	
                  0.1296830000	                  0.0000000000	                 -0.0000000000	                  0.0000000000	                  1.4909150000	
                  0.1346570000	                  0.0000000000	                 -0.0000000000	                  0.0000000000	                  1.4909150000	
                  0.1346570000	                  0.0000000000	                 -0.0000000000	                  0.0000000000	                  1.4909150000	
                  0.1396310000	                  0.0000000000	                 -0.0000000000	                  0.0000000000	                  1.4909150000	
                  0.1396310000	                  0.0000000000	                 -0.0000000000	                  0.0000000000	                  1.4909150000	
                  0.1446060000	                  0.0000000000	                 -0.0000000000	                  0.0000000000	                  1.4909150000	
                  0.1446060000	                  0.0000000000	                 -0.0000000000	                  0.0000000000	                  1.4909150000	
                  0.1496500000	                  0.0000000000	                 -0.0000000000	                  0.0000000000	                  1.4909150000	
                  0.1496500000	                  0.0000000000	                 -0.0000000000	                  0.0000000000	                  1.4909150000	
                  0.1547650000	                  0.0000000000	                 -0.0000000000	                  0.0000000000	                  1.4909150000	
                  0.1547650000	                  0.0000000000	                 -0.0000000000	                  0.0000000000	                  1.4909150000	
                  0.1598790000	                  0.0000000000	                 -0.0000000000	                  0.0000000000	                  1.4909150000	
                  0.1598790000	                  0.0000000000	                 -0.0000000000	                  0.0000000000	                  1.4909150000	
                  0.1650640000	                  0.0000000000	                 -0.0000000000	                  0.0000000000	                  1.4909150000	
                  0.1650640000	                  0.0000000000	                 -0.0000000000	                  0.0000000000	                  1.4909150000	
                  0.1702480000	                  0.0000000000	                 -0.0000000000	                  0.0000000000	                  1.4909150000	
                  0.1702480000	                  0.0000000000	                 -0.0000000000	                  0.0000000000	                  1.4909150000	
                  0.1755030000	                  0.0000000000	                 -0.0000000000	                  0.0000000000	                  1.4909150000	
                  0.1755030000	                  0.0000000000	                 -0.0000000000	                  0.0000000000	                  1.4909150000	
                  0.1806870000	                  0.0000000000	                 -0.0000000000	                  0.0000000000	                  1.4909150000	
                  0.1806870000	                  0.0000000000	                 -0.0000000000	                  0.0000000000	                  1.4909150000	
                  0.1859420000	                  0.0000000000	                 -0.0000000000	                  0.0000000000	                  1.4909150000	
                  0.1859420000	                  0.0000000000	                 -0.0000000000	                  0.0000000000	                  1.4909150000	
                  0.1911970000	                  0.0000000000	                 -0.0000000000	                  0.0000000000	                  1.4909150000	
                  0.1911970000	                  0.0000000000	                 -0.0000000000	                  0.0000000000	                  1.4909150000	
                  0.1965210000	                  0.0000000000	                 -0.0000000000	                  0.0000000000	                  1.4909150000	
                  0.1965210000	                  0.0000000000	                 -0.0000000000	                  0.0000000000	                  1.4909150000	
                  0.2017760000	                  0.0000000000	                 -0.0000000000	                  0.0000000000	                  1.4909150000	
                  0.2017760000	                  0.0000000000	                 -0.0000000000	                  0.0000000000	                  1.4909150000	
                  0.2070300000	                  0.0000000000	                 -0.0000000000	                  0.0000000000	                  1.4909150000	
                  0.2070300000	                  0.0000000000	                 -0.0000000000	                  0.0000000000	                  1.4909150000	
                  0.2122150000	                  0.0000000000	                 -0.0000000000	                  0.0000000000	                  1.4909150000	
                  0.2122150000	                  0.0000000000	                 -0.0000000000	                  0.0000000000	                  1.4909150000	
                  0.2174690000	                  0.0000000000	                 -0.0000000000	                  0.0000000000	                  1.4909150000	
                  0.2174690000	                  0.0000000000	                 -0.0000000000	                  0.0000000000	                  1.4909150000	
                  0.2226540000	                  0.0000000000	                 -0.0000000000	                  0.0000000000	                  1.4909150000	
                  0.2226540000	                  0.0000000000	                 -0.0000000000	                  0.0000000000	                  1.4909150000	
                  0.2278390000	                  0.0000000000	                 -0.0000000000	                  0.0000000000	                  1.4909150000	
                  0.2278390000	                  0.0000000000	                 -0.0000000000	                  0.0000000000	                  1.4909150000	
                  0.2330230000	                  0.0000000000	                 -0.0000000000	                  0.0000000000	                  1.4909150000	
                  0.2330230000	                  0.0000000000	                 -0.0000000000	                  0.0000000000	                  1.4909150000	
                  0.2381380000	                  0.0000000000	                 -0.0000000000	                  0.0000000000	                  1.4909150000	
                  0.2381380000	                  0.0000000000	                 -0.0000000000	                  0.0000000000	                  1.4909150000	
                  0.2431820000	                  0.0000000000	                 -0.0000000000	                  0.0000000000	                  1.4909150000	
                  0.2431820000	                  0.0000000000	                 -0.0000000000	                  0.0000000000	                  1.4909150000	
